city,label_id,pano_id,pano_source,time_created,hf_split,hf_filename,pano_x,pano_y,pano_width,pano_height,heading,pitch,zoom,camera_heading,camera_pitch,camera_roll,canvas_x,canvas_y
seattle-wa,182063,loMBU893IKpRqIANQEFI4A,gsv,2021-08-12T03:15:53.257Z,train,gsv-seattle-182063-CurbRamp.png,8690,4995,16384.0,8192.0,259.953125,-35.0,1.0,220.552368,2.186104,,174,158
pittsburgh-pa,15995,Mrb6YeLHEKxI_jQVUoK2Iw,gsv,2022-02-07T02:07:03.594Z,train,gsv-pittsburgh-15995-CurbRamp.png,9113,4941,16384.0,8192.0,105.75,-29.5625,1.0,69.90535,0.857048,,263,174
pittsburgh-pa,15329,O5xexUFabQ_jnoYeMWrENw,gsv,2022-02-03T17:00:53.221Z,train,gsv-pittsburgh-15329-CurbRamp.png,3591,4487,16384.0,8192.0,353.5625,-15.9375,2.0,96.162537,0.710327,,379,147
seattle-wa,24310,IYXGRy45ax8xsX9qgxxR6Q,gsv,2019-04-28T12:49:48.224Z,train,gsv-seattle-24310-CurbRamp.png,15122,5014,16384.0,8192.0,92.35714,-34.6875,1.0,325.911682,0.570435,,526,160
chicago-il,5159,naQkiQdhc4QS7fkajSjTkA,gsv,2021-10-22T02:54:55.124Z,train,gsv-chicago-5159-CurbRamp.png,7395,4535,16384.0,8192.0,292.5,-18.5625,1.0,354.935791,0.649666,,712,208
seattle-wa,236869,G4-aBCNf0eh1Gcprf4dNQA,gsv,2023-03-24T21:27:40.873Z,train,gsv-seattle-236869-CurbRamp.png,14117,5783,16384.0,8192.0,332.4375,-35.0,1.0,201.853226,-3.82539,,358,253
chicago-il,1571,YHd-L7Obys6djNw0TrOMkQ,gsv,2021-09-30T21:02:46.505Z,train,gsv-chicago-1571-CurbRamp.png,4032,4764,16384.0,8192.0,244.4375,-20.758928,1.0,358.679016,0.043076,,507,209
seattle-wa,262332,EPSjl4yf96nYPhctNICGnA,gsv,2023-06-06T00:37:36.009Z,train,gsv-seattle-262332-CurbRamp.png,8523,4716,16384.0,8192.0,227.078125,-24.3125,1.0,215.809509,-0.44374,,335,172
walla-walla,465,XdHGJkWuwnB1KoeDc-vb3Q,gsv,2023-10-19T17:08:42.095Z,train,gsv-walla_walla-465-CurbRamp.png,5144,4644,16384.0,8192.0,177.133969,-16.651142,1.0,240.39679,0.57928,,337,211
seattle-wa,171732,8hbaFUHvK7kldV14I0yGYQ,gsv,2021-07-21T19:34:20.768Z,train,gsv-seattle-171732-CurbRamp.png,9570,4586,16384.0,8192.0,309.808044,-9.196428,2.0,269.454041,-2.89563,,234,262
columbus-oh,29188,rmoi_t6jFT_7kkpsZ2dd9Q,gsv,2021-08-24T22:43:14.469Z,train,gsv-columbus-29188-CurbRamp.png,9691,5420,16384.0,8192.0,188.803574,-26.678572,2.0,141.644485,-1.557541,,201,280
columbus-oh,31708,J4w4HkCEkVJ9p5stZdnk9Q,gsv,2022-02-15T12:34:13.28Z,test,gsv-columbus-31708-CurbRamp.png,4213,5042,16384.0,8192.0,168.5625,-34.4375,1.0,262.551208,0.749901,,400,153
oradell-nj,3361,MiYCv5SivDqt9-PfXwXiKA,gsv,2022-04-23T00:19:26.88Z,train,gsv-oradell-3361-CurbRamp.png,8894,4418,16384.0,8192.0,184.53125,-4.1875,3.0,180.43335,0.23262,,651,317
chicago-il,7816,KhIQOb9V0S-9hrpO14yzww,gsv,2021-10-23T01:32:19.35Z,train,gsv-chicago-7816-CurbRamp.png,14919,4868,16384.0,8192.0,333.125,-11.6875,1.0,178.733215,-0.971466,,320,274
seattle-wa,98847,s_sY-MxsMVVi_O735h8CUg,gsv,2020-06-06T12:50:58.823Z,train,gsv-seattle-98847-CurbRamp.png,11562,4487,16384.0,8192.0,125.5,-20.1875,1.0,55.381374,1.302925,,385,166
columbus-oh,19160,pOd_-Kar6yWUiGkDFcQCMw,gsv,2020-08-20T23:00:55.81Z,train,gsv-columbus-19160-CurbRamp.png,5940,4983,16384.0,8192.0,201.227951,-26.691965,1.0,274.592712,0.548599,,510,205
chicago-il,300,9L1gEvgZJ2rDqeGYXorvMA,gsv,2021-09-13T21:43:43.143Z,train,gsv-chicago-300-CurbRamp.png,3833,4653,16384.0,8192.0,228.540176,-19.517857,2.0,314.345032,0.508926,,235,150
seattle-wa,174974,UqbugaDFxhvaENbYXMA3Kg,gsv,2021-07-24T16:22:36.034Z,train,gsv-seattle-174974-CurbRamp.png,3013,4433,16384.0,8192.0,29.165178,-9.091517,3.0,148.90744,0.583588,,511,198
seattle-wa,270656,YYdJTopVG-M6pR-1lVyygA,gsv,2023-10-26T03:31:24.528Z,test,gsv-seattle-270656-CurbRamp.png,2976,4454,16384.0,8192.0,331.625,-31.625,1.0,89.455826,6.262794,,382,81
newberg-or,2645,6fLjgoQ6IoOGarc5u_Qm4Q,gsv,2019-03-14T22:50:18.005Z,train,gsv-newberg-2645-CurbRamp.png,8701,4245,13312.0,6656.0,50.3125,-27.375,1.0,352.045135,-1.77401,,343,224
oradell-nj,11632,PcN81gBs-KsV9PPwKIgp4Q,gsv,2022-09-14T00:10:45.483Z,train,gsv-oradell-11632-CurbRamp.png,7831,3828,13312.0,6656.0,262.486084,-18.628929,1.0,225.499023,0.66083,,328,208
columbus-oh,29599,Xb2h5qJnrfxbaaWo02oe6w,gsv,2021-08-24T23:39:41.464Z,train,gsv-columbus-29599-CurbRamp.png,14975,5047,16384.0,8192.0,77.098213,-22.1875,1.0,273.244659,0.380287,,271,236
chicago-il,20719,wu6sIdQq4IOvuSuypU_H7g,gsv,2023-01-30T16:36:13.531Z,train,gsv-chicago-20719-CurbRamp.png,2398,4623,16384.0,8192.0,226.25,-11.020089,3.0,0.025,-0.03058,,522,256
newberg-or,15662,Mskj7j81K420vf5rz1cJjw,gsv,2019-10-22T19:58:21.505Z,train,gsv-newberg-15662-CurbRamp.png,8363,3945,13312.0,6656.0,133.508926,-18.125,2.0,88.502457,1.307121,,374,222
seattle-wa,170176,MUPLUYOCoyiBqy7TpV_Ejw,gsv,2021-07-20T19:47:57.614Z,test,gsv-seattle-170176-CurbRamp.png,7730,4354,13312.0,6656.0,15.600447,-33.69643,1.0,355.071045,0.565689,,408,204
columbus-oh,290,LaiCo5KC8YfGyfgpas1exg,gsv,2019-11-27T23:32:58.819Z,train,gsv-columbus-290-CurbRamp.png,1721,4143,13312.0,6656.0,109.66964,-8.9375,1.0,229.547821,-0.177513,,277,328
chicago-il,2222,t6w5jKwCaTJ8yS-Z5O4SCw,gsv,2021-10-18T23:23:31.128Z,train,gsv-chicago-2222-CurbRamp.png,4526,3961,13312.0,6656.0,112.060265,-31.720982,1.0,177.974075,-0.395996,,412,147
seattle-wa,175054,JY6_EveBr3JM2z8wmEIcUA,gsv,2021-07-25T15:46:47.336Z,train,gsv-seattle-175054-CurbRamp.png,6262,4592,16384.0,8192.0,198.674103,-12.502233,3.0,236.861176,1.244087,,254,200
newberg-or,11191,KA9SxiEbsYChGC4qU4NP5A,gsv,2019-10-11T20:11:58.395Z,train,gsv-newberg-11191-CurbRamp.png,12330,3915,13312.0,6656.0,94.25,-4.366071,1.0,267.538666,-0.960831,,128,333
chicago-il,15670,qSDKAwJKOSdIHl51maEArw,gsv,2022-10-24T00:26:05.102Z,train,gsv-chicago-15670-CurbRamp.png,2382,4447,16384.0,8192.0,55.357143,-11.857142,2.0,177.92189,-0.061646,,296,188
seattle-wa,69368,0z_O4X0ut41VDeqMLrP26Q,gsv,2019-05-10T02:13:44.86Z,train,gsv-seattle-69368-CurbRamp.png,1982,4795,16384.0,8192.0,227.017853,-6.339286,2.0,359.811523,-1.702286,,315,355
seattle-wa,13893,WgQ-n1jC6xwIz8PaiZoEbg,gsv,2019-04-26T22:47:23.176Z,test,gsv-seattle-13893-CurbRamp.png,11479,5127,16384.0,8192.0,11.287947,-31.720982,2.0,280.579834,-0.27179,,137,139
pittsburgh-pa,16495,U0MC2CT1E4Z5TD9xJuNeUA,gsv,2022-02-09T03:12:22.376Z,test,gsv-pittsburgh-16495-CurbRamp.png,3824,4550,16384.0,8192.0,56.9375,-15.5,1.0,151.798996,-0.675316,,353,205
newberg-or,5820,-_667lxbTttTNKKwC18oqQ,gsv,2019-08-21T03:34:09.767Z,train,gsv-newberg-5820-CurbRamp.png,10299,4917,13312.0,6656.0,25.75,-35.0,1.0,309.506409,2.558395,,466,305
chicago-il,8303,lYYbGGecrKwtDdPQm1fJNw,gsv,2021-10-23T02:13:45.032Z,test,gsv-chicago-8303-CurbRamp.png,937,4264,16384.0,8192.0,19.334822,-4.756696,3.0,178.120605,0.313751,,344,213
columbus-oh,35267,yMIu4zotOLh1P_43CT3JIQ,gsv,2022-08-25T20:22:03.616Z,train,gsv-columbus-35267-CurbRamp.png,10678,5269,16384.0,8192.0,228.75,-21.875,1.0,140.120544,-2.762238,,147,293
newberg-or,9978,b5xuM7T7X2MTjuRnyABZ2Q,gsv,2019-10-09T20:53:24.274Z,test,gsv-newberg-9978-CurbRamp.png,10019,3640,13312.0,6656.0,339.928558,-3.8125,2.0,236.763641,1.264465,,205,301
pittsburgh-pa,10737,8FoGEhuhmbcsCXzZgvjQRA,gsv,2021-04-19T21:27:25.002Z,test,gsv-pittsburgh-10737-CurbRamp.png,10572,5006,16384.0,8192.0,316.0625,-27.75,1.0,272.241455,5.738419,,411,192
chicago-il,10802,4Y3p_OIalv3-LLHJKkdCWw,gsv,2022-05-27T19:34:27.988Z,train,gsv-chicago-10802-CurbRamp.png,11890,6208,16384.0,8192.0,295.553558,-35.0,1.0,205.975693,-1.578239,,323,315
chicago-il,13787,7P_luer4vxkFiQGgRN5Oyg,gsv,2022-10-22T19:04:11.765Z,train,gsv-chicago-13787-CurbRamp.png,2613,4674,16384.0,8192.0,322.093475,-12.5,3.0,89.300201,0.477097,,475,246
chicago-il,1796,imLtFdfSoaOJKpy_sERmFw,gsv,2021-10-18T18:05:26.506Z,train,gsv-chicago-1796-CurbRamp.png,5732,4626,16384.0,8192.0,308.776794,-15.042411,3.0,359.624268,0.238518,,280,154
columbus-oh,27593,TePbIcozhp-R_ShG5C9QOQ,gsv,2021-04-27T23:52:12.943Z,train,gsv-columbus-27593-CurbRamp.png,10180,4812,16384.0,8192.0,320.0,-13.466517,2.0,261.70871,2.352692,,179,275
columbus-oh,1755,YAkWf-pHKNOu5SjwAnNuUw,gsv,2019-12-05T01:06:41.102Z,train,gsv-columbus-1755-CurbRamp.png,3709,3853,13312.0,6656.0,10.542411,-14.011161,2.0,81.93119,-0.831635,,258,244
pittsburgh-pa,5432,7KfL2uCDxjZ80T2YkiuuBg,gsv,2020-12-17T02:45:36.173Z,train,gsv-pittsburgh-5432-CurbRamp.png,8934,3785,13312.0,6656.0,313.0,-10.0,3.0,246.992188,-2.234024,,250,301
newberg-or,11731,ngIzRypc0KFEuaAgIWbo6Q,gsv,2019-10-12T05:37:21.665Z,train,gsv-newberg-11731-CurbRamp.png,1501,3715,13312.0,6656.0,40.785713,-20.776785,2.0,183.676819,2.480431,,404,109
seattle-wa,715,cEoTpHQla65lPtOAt9dofQ,gsv,2019-03-30T00:19:47.024Z,train,gsv-seattle-715-CurbRamp.png,7087,4639,16384.0,8192.0,67.095985,-10.897322,3.0,87.891113,-0.137146,,273,267
seattle-wa,254814,cmr64u3BS4Qfa8_2FIxhHw,gsv,2023-05-22T19:01:19.355Z,train,gsv-seattle-254814-CurbRamp.png,6357,4533,16384.0,8192.0,321.863831,-9.227678,2.0,358.881439,-0.5802,,319,245
oradell-nj,1213,E1w3XpO0BadwWKxkSFdphA,gsv,2022-04-04T23:46:43.904Z,train,gsv-oradell-1213-CurbRamp.png,2216,4745,16384.0,8192.0,206.625,-6.375,1.0,1.362876,0.415321,,513,298
seattle-wa,139977,M5j0fUu72__DI8R2kuhesw,gsv,2021-03-18T02:23:59.692Z,train,gsv-seattle-139977-CurbRamp.png,11034,4872,16384.0,8192.0,242.055801,-18.814732,3.0,180.997696,1.061836,,394,195
newberg-or,5805,8UORaav0_4bAW9W0NHj-5g,gsv,2019-08-21T03:32:27.571Z,train,gsv-newberg-5805-CurbRamp.png,1193,3853,13312.0,6656.0,43.67857,-11.125,1.0,180.437592,-0.022041,,292,261
columbus-oh,38818,FmqvzMsqJUwZ1e-VcSYkeQ,gsv,2023-11-15T03:34:58.804Z,train,gsv-columbus-38818-CurbRamp.png,15437,4497,16384.0,8192.0,240.232147,-9.5625,3.0,80.996544,-0.78082,,359,221
cdmx,7042,oCa9_H9dX8_OkvojwXu1tg,gsv,2021-06-04T18:28:51.916Z,train,gsv-cdmx-7042-CurbRamp.png,15776,4636,16384.0,8192.0,138.361603,-18.303572,2.0,340.126617,0.704193,,465,160
pittsburgh-pa,20,O89GUMw_qrbeJ0E9zthmDw,gsv,2020-07-29T22:22:50.33Z,train,gsv-pittsburgh-20-CurbRamp.png,12220,5070,16384.0,8192.0,279.330353,-30.6875,1.0,188.14679,-0.722511,,344,181
seattle-wa,13170,KvYR13Dtuwvj73O72d5R3Q,gsv,2019-04-26T22:01:07.948Z,test,gsv-seattle-13170-CurbRamp.png,12380,5253,16384.0,8192.0,36.3125,-27.6875,1.0,308.318268,5.208893,,383,226
seattle-wa,145274,rvQaI5he2y4-XswiUqZZSA,gsv,2021-04-08T00:34:30.241Z,train,gsv-seattle-145274-CurbRamp.png,4944,4791,16384.0,8192.0,68.035713,-20.8125,2.0,130.629593,0.480019,,252,172
seattle-wa,126741,M6C4GwuemlwBCvdLI2CONw,gsv,2021-01-30T08:14:57.805Z,test,gsv-seattle-126741-CurbRamp.png,3842,4850,16384.0,8192.0,11.8125,-10.9375,1.0,102.95787,-0.750175,,333,276
oradell-nj,7332,OsnFqsnJouJ5orcuFJVOBQ,gsv,2022-07-13T23:16:51.438Z,train,gsv-oradell-7332-CurbRamp.png,7657,4457,16384.0,8192.0,323.357147,-11.535714,3.0,343.287994,0.231476,,568,150
pittsburgh-pa,14307,8CXbC_mKpqlZrbvP50RFYA,gsv,2022-02-01T21:35:49.889Z,train,gsv-pittsburgh-14307-CurbRamp.png,12235,3922,13312.0,6656.0,263.0,-22.1875,1.0,119.644211,0.884293,,406,202
seattle-wa,71546,AHqpwTNeCioPlrp9TcLLJw,gsv,2019-06-03T02:54:37.282Z,train,gsv-seattle-71546-CurbRamp.png,11980,5125,16384.0,8192.0,194.0,-10.0,1.0,91.362862,0.39299,,240,329
cdmx,7210,C-A23mGMUvWwOL9BJj8Ppg,gsv,2021-06-08T21:34:20.815Z,test,gsv-cdmx-7210-CurbRamp.png,14239,4811,16384.0,8192.0,332.046875,-18.265625,2.0,184.799332,0.390617,,182,214
cdmx,2102,lW1GCljsv4eRupDYnD64pQ,gsv,2020-05-02T04:04:28.166Z,train,gsv-cdmx-2102-CurbRamp.png,13164,5060,16384.0,8192.0,253.3125,-19.8125,1.0,139.825958,-0.205574,,335,249
spgg,27750,HzRv0zRK_ao1iw4wasPg6Q,gsv,2020-11-03T16:06:26.655Z,train,gsv-spgg-27750-CurbRamp.png,1248,4619,16384.0,8192.0,44.375,-35.0,1.0,201.844543,-2.654831,,393,83
spgg,31195,dRvy_0uTTkN1NenfU4Nw4g,gsv,2020-11-10T06:10:59.509Z,train,gsv-spgg-31195-CurbRamp.png,9033,4797,16384.0,8192.0,279.875,-15.8125,1.0,254.839081,-0.195602,,320,238
seattle-wa,224000,TWu60ibAboF-oBex098rlQ,gsv,2022-10-09T21:40:51.359Z,train,gsv-seattle-224000-CurbRamp.png,12364,4841,16384.0,8192.0,235.0,-35.0,1.0,124.750679,-0.606224,,238,124
chicago-il,17904,GsTMFQbkbetVbDY5MqjR8w,gsv,2022-11-01T02:56:46.024Z,train,gsv-chicago-17904-CurbRamp.png,5947,4531,16384.0,8192.0,348.375,-4.0,1.0,357.189056,0.018112,,55,294
cdmx,3572,ZqNO71v3qkn7oS6QULmDKg,gsv,2020-05-03T05:10:18.831Z,train,gsv-cdmx-3572-CurbRamp.png,14739,5154,16384.0,8192.0,141.263397,-35.0,1.0,340.355133,0.406403,,257,171
seattle-wa,195144,BzBF6vNP2wAXgfjitNDDqQ,gsv,2022-02-04T13:12:16.57Z,train,gsv-seattle-195144-CurbRamp.png,8642,4412,16384.0,8192.0,180.122772,-18.839285,2.0,161.603226,-0.381042,,249,89
spgg,26969,yE5B2l5BDqZiUyc6dBt1Uw,gsv,2020-11-03T02:14:52.68Z,train,gsv-spgg-26969-CurbRamp.png,2804,4742,16384.0,8192.0,89.75,-25.0625,1.0,197.793488,-1.892105,,295,172
newberg-or,3527,dQ1T8lCrkUQYBv5KhEh8RQ,gsv,2019-03-21T20:20:36.423Z,train,gsv-newberg-3527-CurbRamp.png,1041,3888,13312.0,6656.0,76.9375,-19.625,1.0,223.390549,1.579361,,327,212
newberg-or,14002,TO8y6y85ySzoKm5vkB-DzQ,gsv,2019-10-17T08:05:00.639Z,train,gsv-newberg-14002-CurbRamp.png,1649,4155,13312.0,6656.0,195.571426,-29.0,1.0,355.977112,0.879555,,514,211
oradell-nj,11169,iJcy9BU8j93jFnr0AbZTGg,gsv,2022-08-19T21:41:01.31Z,train,gsv-oradell-11169-CurbRamp.png,8951,4386,16384.0,8192.0,222.970978,-20.316965,1.0,183.121033,1.000679,,202,154
oradell-nj,8607,qxdCBMrocRDvIsHbf3KGFg,gsv,2022-07-22T23:31:42.131Z,test,gsv-oradell-8607-CurbRamp.png,14880,4322,16384.0,8192.0,149.421875,-19.4375,1.0,18.677593,6.430145,,468,148
chicago-il,8125,m1nghCtCSWCIu0NCuxZhQQ,gsv,2021-10-23T01:57:20.649Z,test,gsv-chicago-8125-CurbRamp.png,2997,947,3328.0,1664.0,49.375,-16.3125,1.0,268.949677,-3.064499,,383,216
seattle-wa,70369,5ATG8YtcdrzRFX5ld1IcAA,gsv,2019-05-14T22:50:07.046Z,train,gsv-seattle-70369-CurbRamp.png,4821,4528,16384.0,8192.0,53.875,-23.9375,2.0,127.488129,2.44281,,354,54
pittsburgh-pa,1916,RjiFpNxVgSsf7R8ddV0RIg,gsv,2020-11-12T01:54:18.664Z,train,gsv-pittsburgh-1916-CurbRamp.png,6232,5542,16384.0,8192.0,194.464279,-29.553572,2.0,242.198242,0.958542,,410,269
pittsburgh-pa,13521,RNakP4lnAOAVK8TM-L61LA,gsv,2021-05-01T01:28:01.407Z,train,gsv-pittsburgh-13521-CurbRamp.png,3137,4511,16384.0,8192.0,156.375,-14.910714,2.0,270.966248,-0.200974,,404,167
newberg-or,15866,2nM_E1i0YQPpd1RDC7N_5A,gsv,2019-10-23T18:52:21.829Z,train,gsv-newberg-15866-CurbRamp.png,7936,3919,13312.0,6656.0,75.660713,-18.303572,2.0,43.689991,3.80014,,392,211
oradell-nj,5230,wG4gaAfQLtpTE7q0boszXQ,gsv,2022-05-22T21:36:18.706Z,train,gsv-oradell-5230-CurbRamp.png,8903,4331,16384.0,8192.0,3.330357,-7.678571,2.0,339.174225,-0.18425,,252,209
columbus-oh,15109,ogUOKcWkPZNYtbnV7ypVlw,gsv,2020-06-23T22:18:06.332Z,train,gsv-columbus-15109-CurbRamp.png,7175,4402,16384.0,8192.0,274.125,-13.5625,1.0,274.44751,-0.324013,,214,200
columbus-oh,15712,pqngb3eGU2ztm_hy7IJLgw,gsv,2020-06-23T22:53:24.591Z,train,gsv-columbus-15712-CurbRamp.png,9829,3603,13312.0,6656.0,230.142853,-12.017858,1.0,143.686264,1.505455,,356,211
columbus-oh,33841,vul81wbTnZjXKgqkEZKXUg,gsv,2022-03-22T23:11:22.759Z,train,gsv-columbus-33841-CurbRamp.png,14390,4744,16384.0,8192.0,206.825897,-17.212053,3.0,67.209,-2.048149,,275,165
cdmx,34368,C-bWM7oVLXlz01N3Cw381Q,gsv,2022-02-22T21:27:33.874Z,train,gsv-cdmx-34368-CurbRamp.png,14393,4627,16384.0,8192.0,150.671875,-18.140625,1.0,13.139939,0.820801,,352,199
seattle-wa,36031,th-WYi4pcqIYEKjSDZgX8g,gsv,2019-05-01T10:20:36.55Z,train,gsv-seattle-36031-CurbRamp.png,10056,4556,16384.0,8192.0,321.334808,-15.098214,3.0,288.647827,-1.164268,,570,115
newberg-or,13641,_bTDXT49Et_YVOyrFyRwpA,gsv,2019-10-16T20:25:17.875Z,train,gsv-newberg-13641-CurbRamp.png,2004,4004,13312.0,6656.0,49.924107,-17.075893,2.0,180.405746,0.082558,,416,256
columbus-oh,6139,-e_w4z5e3W1cVNJ7oQv0Uw,gsv,2020-01-22T00:44:29.96Z,test,gsv-columbus-6139-CurbRamp.png,8646,3751,13312.0,6656.0,233.089279,-16.428572,2.0,171.895905,0.054245,,268,178
seattle-wa,208383,N-TaEcyg4FGuvKxnG2FMdA,gsv,2022-06-01T17:46:05.89Z,train,gsv-seattle-208383-CurbRamp.png,5620,4595,16384.0,8192.0,133.129471,-17.946428,2.0,179.002853,-1.922913,,226,154
newberg-or,10543,Qzg9HrnUOcfsqgIwQ2bMxA,gsv,2019-10-09T22:15:06.492Z,test,gsv-newberg-10543-CurbRamp.png,864,3778,13312.0,6656.0,98.125,-5.25,1.0,270.895233,0.428665,,463,287
chicago-il,2759,-wmETaoMR3HSM1y2OeLYuw,gsv,2021-10-19T22:39:05.729Z,test,gsv-chicago-2759-CurbRamp.png,9974,4089,13312.0,6656.0,347.375,-35.0,1.0,271.714539,-1.012276,,447,151
chicago-il,16619,hhd9l6p3LfRqydW3-0IuKw,gsv,2022-10-28T14:04:48.136Z,train,gsv-chicago-16619-CurbRamp.png,8948,4535,16384.0,8192.0,189.0,-10.0,1.0,143.852936,-0.739906,,167,246
columbus-oh,28544,MemLZBOgswZwKZ0-Eq2ZKA,gsv,2021-08-17T05:08:02.562Z,test,gsv-columbus-28544-CurbRamp.png,11674,6333,16384.0,8192.0,161.892853,-34.0625,1.0,92.632294,-1.001549,,391,339
newberg-or,3157,f9XI7dUy9Q37LIOR_uq5Gw,gsv,2019-03-19T20:59:53.947Z,train,gsv-newberg-3157-CurbRamp.png,8733,4240,13312.0,6656.0,324.556244,-26.419643,2.0,268.8255,-0.130188,,365,218
cdmx,6175,bWzMq1Wjt-dKz6jevXCmfQ,gsv,2020-07-18T20:17:41.959Z,train,gsv-cdmx-6175-CurbRamp.png,14425,5312,16384.0,8192.0,230.625,-26.3125,1.0,107.67263,0.043968,,440,247
seattle-wa,744,dmPfpgMh_hvxr-USb_Wemg,gsv,2019-04-02T17:06:42.939Z,train,gsv-seattle-744-CurbRamp.png,15100,4724,16384.0,8192.0,308.455353,-18.125,2.0,161.78157,0.516586,,423,186
chicago-il,10796,s3yz11hYp_iYkYE7TMi5Wg,gsv,2022-05-27T19:32:06.162Z,train,gsv-chicago-10796-CurbRamp.png,5130,4979,16384.0,8192.0,103.454376,-12.87625,2.0,167.068268,-1.74588,,316,323
walla-walla,383,BWDxO4NgUU5D9oL_1mGY5A,gsv,2023-10-13T21:37:22.776Z,train,gsv-walla_walla-383-CurbRamp.png,9034,4652,16384.0,8192.0,162.162949,-21.3125,3.0,150.160324,-0.341156,,524,8
chicago-il,12866,tD98Qj8saWcjcv9r7LQIkQ,gsv,2022-10-21T16:00:12.526Z,train,gsv-chicago-12866-CurbRamp.png,6661,4382,16384.0,8192.0,61.549999,-9.5,2.0,88.609886,-0.03092,,277,200
oradell-nj,3149,IcJo1nG_VoPa4rNff_P8uA,gsv,2022-04-23T00:10:31.647Z,train,gsv-oradell-3149-CurbRamp.png,2577,4469,16384.0,8192.0,187.515625,-11.296875,3.0,316.393585,-1.48559,,496,162
seattle-wa,112834,nlm0FfwYPCIFhtLrm9G93Q,gsv,2020-10-15T06:24:07.598Z,train,gsv-seattle-112834-CurbRamp.png,2740,4974,16384.0,8192.0,243.573654,-21.955357,3.0,359.259521,0.208702,,261,173
seattle-wa,11480,eX1QlTYroPSzl2nlQVG8Cg,gsv,2019-04-26T02:39:39.05Z,train,gsv-seattle-11480-CurbRamp.png,2189,4406,16384.0,8192.0,27.464285,-10.017858,2.0,164.778839,-0.409805,,428,200
seattle-wa,3850,8k3qbXd1dtjQHJUa_GUesg,gsv,2019-04-16T19:58:33.678Z,train,gsv-seattle-3850-CurbRamp.png,4161,4507,16384.0,8192.0,266.118317,-7.794643,3.0,358.226227,-0.342262,,449,272
pittsburgh-pa,15249,dp02rOyHC1MsK-fLwijCrw,gsv,2022-02-02T21:55:15.195Z,train,gsv-pittsburgh-15249-CurbRamp.png,773,3584,13312.0,6656.0,218.366074,-15.0,2.0,7.579249,1.36515,,234,139
oradell-nj,3471,bO4zUROeSKXTPw0DFWlcdQ,gsv,2022-04-23T00:23:36.508Z,train,gsv-oradell-3471-CurbRamp.png,13459,5279,16384.0,8192.0,220.75,-15.875,1.0,109.348389,-0.801086,,385,305
seattle-wa,5596,9nhsLqBIpDDkl4V9QCL20g,gsv,2019-04-17T06:31:31.382Z,train,gsv-seattle-5596-CurbRamp.png,3227,4799,16384.0,8192.0,271.571442,-24.285715,2.0,8.457375,-1.398071,,208,132
newberg-or,16219,YvTZg6DqdrkivVOlaWu1qg,gsv,2019-10-26T02:41:35.032Z,train,gsv-newberg-16219-CurbRamp.png,8500,4098,13312.0,6656.0,327.080353,-35.0,1.0,269.022186,-0.129364,,310,150
seattle-wa,95980,79BrrnI0SvCBuWTVJHWT_w,gsv,2020-05-12T03:05:22.782Z,train,gsv-seattle-95980-CurbRamp.png,6615,4539,16384.0,8192.0,31.625,-12.767858,2.0,57.815937,0.001282,,254,203
columbus-oh,33026,x_aVYkpem574JtMmJpbcJA,gsv,2022-03-10T22:36:51.231Z,train,gsv-columbus-33026-CurbRamp.png,3576,5055,16384.0,8192.0,187.822861,-17.912144,2.0,290.359131,0.487892,,373,280
chicago-il,8136,0779KMzk7tzw1uh5xzdl-Q,gsv,2021-10-23T01:57:51.742Z,train,gsv-chicago-8136-CurbRamp.png,15315,4626,16384.0,8192.0,305.857147,-13.660714,2.0,128.03363,-0.252937,,85,225
oradell-nj,940,FKV9WrC6Tn58-zg19qKkTg,gsv,2022-04-01T21:46:32.133Z,train,gsv-oradell-940-CurbRamp.png,16054,4820,16384.0,8192.0,53.465714,-19.410715,1.0,249.219086,-0.805687,,412,219
seattle-wa,97302,HO1DtOEGX-zRK9MnRoFCuA,gsv,2020-06-04T22:57:22.304Z,train,gsv-seattle-97302-CurbRamp.png,9967,5075,16384.0,8192.0,244.75,-24.3125,1.0,178.104797,2.447411,,187,238
chicago-il,8981,0Fj40RUBbhgyuoukrSAoLA,gsv,2021-10-23T05:26:55.271Z,train,gsv-chicago-8981-CurbRamp.png,5483,4874,16384.0,8192.0,243.0625,-14.125,1.0,269.666748,1.110069,,139,278
oradell-nj,7607,ewaeHk0wLp-ji0xmnjN6Og,gsv,2022-07-14T22:59:50.274Z,test,gsv-oradell-7607-CurbRamp.png,10716,4769,16384.0,8192.0,42.25,-18.9375,1.0,315.26004,2.974304,,148,229
oradell-nj,13024,-iWesS5AnwdZBoxmXsQlig,gsv,2023-01-09T23:31:09.11Z,test,gsv-oradell-13024-CurbRamp.png,14589,4679,16384.0,8192.0,107.89286,-17.428572,2.0,339.12018,0.334274,,508,185
seattle-wa,190391,gwpxPsU9EJumym2FSpREYg,gsv,2021-12-03T12:12:22.473Z,train,gsv-seattle-190391-CurbRamp.png,6966,4526,16384.0,8192.0,92.535713,-6.770089,1.0,89.415283,-0.55719,,154,266
spgg,40454,4vKQQIBpFxbWJKAc6z_Cng,gsv,2020-11-27T05:35:18.921Z,test,gsv-spgg-40454-CurbRamp.png,1300,3952,13312.0,6656.0,277.9375,-33.125,1.0,37.402187,1.593567,,192,146
